event,event_date,fighter_1,fighter_2,result,method,round,time
UFC 305: Du Plessis vs. Adesanya,2024-08-17,Tom Nolan,Alex Reyes,win,U-DEC,3,5:00
UFC 305: Du Plessis vs. Adesanya,2024-08-17,Song Kenan,Ricky Glenn,win,U-DEC,3,5:00
UFC 305: Du Plessis vs. Adesanya,2024-08-17,Jesus Aguilar,Stewart Nicoll,win,"SUB

      

        Guillotine Choke",1,2:39
UFC Fight Night: Sandhagen vs. Nurmagomedov,2024-08-03,Umar Nurmagomedov,Cory Sandhagen,win,U-DEC,5,5:00
UFC Fight Night: Sandhagen vs. Nurmagomedov,2024-08-03,Shara Magomedov,Michal Oleksiejczuk,win,U-DEC,3,5:00
UFC Fight Night: Sandhagen vs. Nurmagomedov,2024-08-03,Deiveson Figueiredo,Marlon Vera,win,U-DEC,3,5:00
UFC Fight Night: Sandhagen vs. Nurmagomedov,2024-08-03,Michael Chiesa,Tony Ferguson,win,"SUB

      

        Rear Naked Choke",1,3:44
UFC Fight Night: Sandhagen vs. Nurmagomedov,2024-08-03,Mackenzie Dern,Loopy Godinez,win,U-DEC,3,5:00
UFC Fight Night: Sandhagen vs. Nurmagomedov,2024-08-03,Joel Alvarez,Elves Brener,win,"KO/TKO

      

        Knees",3,3:36
UFC Fight Night: Sandhagen vs. Nurmagomedov,2024-08-03,Azamat Murzakanov,Alonzo Menifield,win,"KO/TKO

      

        Punches",2,3:18
UFC Fight Night: Sandhagen vs. Nurmagomedov,2024-08-03,Kaue Fernandes,Mohammad Yahya,win,"KO/TKO

      

        Punches",1,4:45
UFC Fight Night: Sandhagen vs. Nurmagomedov,2024-08-03,Shamil Gaziev,Don'Tale Mayes,win,U-DEC,3,5:00
UFC Fight Night: Sandhagen vs. Nurmagomedov,2024-08-03,Guram Kutateladze,Jordan Vucenic,win,U-DEC,3,5:00
UFC Fight Night: Sandhagen vs. Nurmagomedov,2024-08-03,Sam Hughes,Viktoriia Dudakova,win,S-DEC,3,5:00
UFC Fight Night: Sandhagen vs. Nurmagomedov,2024-08-03,Jai Herbert,Rolando Bedoya,win,U-DEC,3,5:00
UFC Fight Night: Sandhagen vs. Nurmagomedov,2024-08-03,Sedriques Dumas,Denis Tiuliulin,win,U-DEC,3,5:00
UFC Fight Night: Lemos vs. Jandiroba,2024-07-20,Virna Jandiroba,Amanda Lemos,win,"SUB

      

        Armbar",2,4:48
UFC Fight Night: Lemos vs. Jandiroba,2024-07-20,Steve Garcia,SeungWoo Choi,win,"KO/TKO

      

        Punch",1,1:36
UFC Fight Night: Lemos vs. Jandiroba,2024-07-20,Kurt Holobaugh,Kaynan Kruschewsky,win,U-DEC,3,5:00
UFC Fight Night: Lemos vs. Jandiroba,2024-07-20,Bruno Silva,Cody Durden,win,"KO/TKO

      

        Punches",2,2:58
UFC Fight Night: Lemos vs. Jandiroba,2024-07-20,Dooho Choi,Bill Algeo,win,"KO/TKO

      

        Punch",2,3:38
UFC Fight Night: Lemos vs. Jandiroba,2024-07-20,Hyder Amil,JeongYeong Lee,win,"KO/TKO

      

        Punches",1,1:05
UFC Fight Night: Lemos vs. Jandiroba,2024-07-20,Cody Gibson,Brian Kelleher,win,"SUB

      

        Arm Triangle",1,3:58
UFC Fight Night: Lemos vs. Jandiroba,2024-07-20,Miranda Maverick,Dione Barbosa,win,U-DEC,3,5:00
UFC Fight Night: Lemos vs. Jandiroba,2024-07-20,Trey Ogden,Loik Radzhabov,win,U-DEC,3,5:00
UFC Fight Night: Lemos vs. Jandiroba,2024-07-20,Luana Carolina,Lucie Pudilova,win,U-DEC,3,5:00
UFC Fight Night: Lemos vs. Jandiroba,2024-07-20,Thomas Petersen,Mohammed Usman,win,U-DEC,3,5:00
UFC Fight Night: Tybura vs. Spivac 2,2024-08-10,Serghei Spivac,Marcin Tybura,win,"SUB

      

        Armbar",1,1:44
UFC Fight Night: Tybura vs. Spivac 2,2024-08-10,Chepe Mariscal,Damon Jackson,win,U-DEC,3,5:00
UFC Fight Night: Tybura vs. Spivac 2,2024-08-10,Danny Barlow,Nikolay Veretennikov,win,S-DEC,3,5:00
UFC Fight Night: Tybura vs. Spivac 2,2024-08-10,Chris Gutierrez,Quang Le,win,U-DEC,3,5:00
UFC Fight Night: Tybura vs. Spivac 2,2024-08-10,Yana Santos,Chelsea Chandler,win,U-DEC,3,5:00
UFC Fight Night: Tybura vs. Spivac 2,2024-08-10,Toshiomi Kazama,Charalampos Grigoriou,win,"SUB

      

        Triangle Choke",2,1:55
UFC Fight Night: Tybura vs. Spivac 2,2024-08-10,Karol Rosa,Pannie Kianzad,win,U-DEC,3,5:00
UFC Fight Night: Tybura vs. Spivac 2,2024-08-10,Jhonata Diniz,Karl Williams,win,U-DEC,3,5:00
UFC Fight Night: Tybura vs. Spivac 2,2024-08-10,Youssef Zalal,Jarno Errens,win,"SUB

      

        Rear Naked Choke",1,3:52
UFC Fight Night: Tybura vs. Spivac 2,2024-08-10,Stephanie Luciano,Talita Alencar,win,U-DEC,3,5:00
UFC 304: Edwards vs. Muhammad 2,2024-07-27,Belal Muhammad,Leon Edwards,win,U-DEC,5,5:00
UFC 304: Edwards vs. Muhammad 2,2024-07-27,Tom Aspinall,Curtis Blaydes,win,"KO/TKO

      

        Punch",1,1:00
UFC 304: Edwards vs. Muhammad 2,2024-07-27,Paddy Pimblett,King Green,win,"SUB

      

        Triangle Choke",1,3:22
UFC 304: Edwards vs. Muhammad 2,2024-07-27,Gregory Rodrigues,Christian Leroy Duncan,win,U-DEC,3,5:00
UFC 304: Edwards vs. Muhammad 2,2024-07-27,Arnold Allen,Giga Chikadze,win,U-DEC,3,5:00
UFC 304: Edwards vs. Muhammad 2,2024-07-27,Nathaniel Wood,Daniel Pineda,win,U-DEC,3,5:00
UFC 304: Edwards vs. Muhammad 2,2024-07-27,Bruna Brasil,Molly McCann,win,U-DEC,3,5:00
UFC 304: Edwards vs. Muhammad 2,2024-07-27,Jake Hadley,Caolan Loughran,win,U-DEC,3,5:00
UFC 304: Edwards vs. Muhammad 2,2024-07-27,Muhammad Mokaev,Manel Kape,win,U-DEC,3,5:00
UFC 304: Edwards vs. Muhammad 2,2024-07-27,Oban Elliott,Preston Parsons,win,U-DEC,3,5:00
UFC 304: Edwards vs. Muhammad 2,2024-07-27,Modestas Bukauskas,Marcin Prachnio,win,"SUB

      

        Arm Triangle",3,3:12
UFC 304: Edwards vs. Muhammad 2,2024-07-27,Sam Patterson,Kiefer Crosbie,win,"SUB

      

        Arm Triangle",1,2:50
UFC 304: Edwards vs. Muhammad 2,2024-07-27,Mick Parkin,Lukasz Brzeski,win,"KO/TKO

      

        Punches",1,3:23
UFC 304: Edwards vs. Muhammad 2,2024-07-27,Shauna Bannon,Alice Ardelean,win,S-DEC,3,5:00
UFC 303: Pereira vs. Prochazka 2,2024-06-29,Alex Pereira,Jiri Prochazka,win,"KO/TKO

      

        Kick",2,0:13
UFC 303: Pereira vs. Prochazka 2,2024-06-29,Diego Lopes,Dan Ige,win,U-DEC,3,5:00
UFC 303: Pereira vs. Prochazka 2,2024-06-29,Roman Dolidze,Anthony Smith,win,U-DEC,3,5:00
UFC 303: Pereira vs. Prochazka 2,2024-06-29,Macy Chiasson,Mayra Bueno Silva,win,KO/TKO,2,1:58
UFC 303: Pereira vs. Prochazka 2,2024-06-29,Ian Machado Garry,Michael Page,win,U-DEC,3,5:00
UFC 303: Pereira vs. Prochazka 2,2024-06-29,Joe Pyfer,Marc-Andre Barriault,win,"KO/TKO

      

        Punch",1,1:25
UFC 303: Pereira vs. Prochazka 2,2024-06-29,Andre Fili,Cub Swanson,win,S-DEC,3,5:00
UFC 303: Pereira vs. Prochazka 2,2024-06-29,Jean Silva,Charles Jourdain,win,"KO/TKO

      

        Punch",2,1:22
UFC 303: Pereira vs. Prochazka 2,2024-06-29,Payton Talbott,Yanis Ghemmouri,win,"KO/TKO

      

        Punch",1,0:19
UFC 303: Pereira vs. Prochazka 2,2024-06-29,Gillian Robertson,Michelle Waterson-Gomez,win,U-DEC,3,5:00
UFC 303: Pereira vs. Prochazka 2,2024-06-29,Martin Buday,Andrei Arlovski,win,S-DEC,3,5:00
UFC 303: Pereira vs. Prochazka 2,2024-06-29,Rei Tsuruya,Carlos Hernandez,win,U-DEC,3,5:00
UFC 303: Pereira vs. Prochazka 2,2024-06-29,Vinicius Oliveira,Ricky Simon,win,U-DEC,3,5:00
UFC Fight Night: Namajunas vs. Cortez,2024-07-13,Rose Namajunas,Tracy Cortez,win,U-DEC,5,5:00
UFC Fight Night: Namajunas vs. Cortez,2024-07-13,Muslim Salikhov,Santiago Ponzinibbio,win,S-DEC,3,5:00
UFC Fight Night: Namajunas vs. Cortez,2024-07-13,Jean Silva,Drew Dober,win,KO/TKO,3,1:28
UFC Fight Night: Namajunas vs. Cortez,2024-07-13,Gabriel Bonfim,Ange Loosa,win,U-DEC,3,5:00
UFC Fight Night: Namajunas vs. Cortez,2024-07-13,Julian Erosa,Christian Rodriguez,win,"SUB

      

        Guillotine Choke",1,4:49
UFC Fight Night: Namajunas vs. Cortez,2024-07-13,Abdul Razak Alhassan,Cody Brundage,"nc


nc",CNC,1,0:37
UFC Fight Night: Namajunas vs. Cortez,2024-07-13,Charles Johnson,Joshua Van,win,"KO/TKO

      

        Punch",3,0:20
UFC Fight Night: Namajunas vs. Cortez,2024-07-13,Jasmine Jasudavicius,Fatima Kline,win,U-DEC,3,5:00
UFC Fight Night: Namajunas vs. Cortez,2024-07-13,Montel Jackson,Da'Mon Blackshear,win,"KO/TKO

      

        Punch",1,0:18
UFC Fight Night: Namajunas vs. Cortez,2024-07-13,Luana Santos,Mariya Agapova,win,"SUB

      

        Rear Naked Choke",1,3:27
UFC Fight Night: Namajunas vs. Cortez,2024-07-13,Andre Petroski,Josh Fremd,win,U-DEC,3,5:00
UFC Fight Night: Namajunas vs. Cortez,2024-07-13,Evan Elder,Darrius Flowers,win,"SUB

      

        Arm Triangle",2,1:46
UFC Fight Night: Perez vs. Taira,2024-06-15,Tatsuro Taira,Alex Perez,win,KO/TKO,2,2:59
UFC Fight Night: Perez vs. Taira,2024-06-15,Miles Johns,Douglas Silva de Andrade,win,U-DEC,3,5:00
UFC Fight Night: Perez vs. Taira,2024-06-15,Lucas Almeida,Timmy Cuamba,win,U-DEC,3,5:00
UFC Fight Night: Perez vs. Taira,2024-06-15,Brady Hiestand,Garrett Armfield,win,"SUB

      

        Rear Naked Choke",3,1:52
UFC Fight Night: Perez vs. Taira,2024-06-15,Asu Almabayev,Jose Johnson,win,U-DEC,3,5:00
UFC Fight Night: Perez vs. Taira,2024-06-15,Adam Fugitt,Josh Quinlan,win,S-DEC,3,5:00
UFC Fight Night: Perez vs. Taira,2024-06-15,Nate Maness,Jimmy Flick,win,U-DEC,3,5:00
UFC Fight Night: Perez vs. Taira,2024-06-15,Gabriella Fernandes,Carli Judice,win,S-DEC,3,5:00
UFC Fight Night: Perez vs. Taira,2024-06-15,Westin Wilson,Jeka Saragih,win,"SUB

      

        Triangle Armbar",1,1:49
UFC Fight Night: Perez vs. Taira,2024-06-15,Melquizael Costa,Shayilan Nuerdanbieke,win,"SUB

      

        Rear Naked Choke",3,1:50
UFC Fight Night: Perez vs. Taira,2024-06-15,Josefine Knutsson,Julia Polastri,win,U-DEC,3,5:00
UFC 302: Makhachev vs. Poirier,2024-06-01,Islam Makhachev,Dustin Poirier,win,"SUB

      

        D'Arce Choke",5,2:42
UFC 302: Makhachev vs. Poirier,2024-06-01,Sean Strickland,Paulo Costa,win,S-DEC,5,5:00
UFC 302: Makhachev vs. Poirier,2024-06-01,Kevin Holland,Michal Oleksiejczuk,win,"SUB

      

        Armbar",1,1:34
UFC 302: Makhachev vs. Poirier,2024-06-01,Niko Price,Alex Morono,win,U-DEC,3,5:00
UFC 302: Makhachev vs. Poirier,2024-06-01,Randy Brown,Elizeu Zaleski dos Santos,win,U-DEC,3,5:00
UFC 302: Makhachev vs. Poirier,2024-06-01,Roman Kopylov,Cesar Almeida,win,S-DEC,3,5:00
UFC 302: Makhachev vs. Poirier,2024-06-01,Jailton Almeida,Alexandr Romanov,win,"SUB

      

        Rear Naked Choke",1,2:27
UFC 302: Makhachev vs. Poirier,2024-06-01,Grant Dawson,Joe Solecki,win,U-DEC,3,5:00
UFC 302: Makhachev vs. Poirier,2024-06-01,Jake Matthews,Phil Rowe,win,U-DEC,3,5:00
UFC 302: Makhachev vs. Poirier,2024-06-01,Bassil Hafez,Mickey Gall,win,U-DEC,3,5:00
UFC 302: Makhachev vs. Poirier,2024-06-01,Ailin Perez,Joselyne Edwards,win,U-DEC,3,5:00
UFC 302: Makhachev vs. Poirier,2024-06-01,Andre Lima,Mitch Raposo,win,S-DEC,3,5:00
UFC Fight Night: Whittaker vs. Aliskerov,2024-06-22,Robert Whittaker,Ikram Aliskerov,win,"KO/TKO

      

        Punch",1,1:49
UFC Fight Night: Whittaker vs. Aliskerov,2024-06-22,Alexander Volkov,Sergei Pavlovich,win,U-DEC,3,5:00
UFC Fight Night: Whittaker vs. Aliskerov,2024-06-22,Kelvin Gastelum,Daniel Rodriguez,win,U-DEC,3,5:00
UFC Fight Night: Whittaker vs. Aliskerov,2024-06-22,Shara Magomedov,Antonio Trocoli,win,"KO/TKO

      

        Punches",3,2:27
UFC Fight Night: Whittaker vs. Aliskerov,2024-06-22,Volkan Oezdemir,Johnny Walker,win,"KO/TKO

      

        Punch",1,2:28
UFC Fight Night: Whittaker vs. Aliskerov,2024-06-22,Nasrat Haqparast,Jared Gordon,win,S-DEC,3,5:00
UFC Fight Night: Whittaker vs. Aliskerov,2024-06-22,Felipe Lima,Muhammad Naimov,win,"SUB

      

        Rear Naked Choke",3,1:15
UFC Fight Night: Whittaker vs. Aliskerov,2024-06-22,Rinat Fakhretdinov,Nicolas Dalby,win,S-DEC,3,5:00
UFC Fight Night: Whittaker vs. Aliskerov,2024-06-22,Muin Gafurov,Kyung Ho Kang,win,U-DEC,3,5:00
UFC Fight Night: Whittaker vs. Aliskerov,2024-06-22,Magomed Gadzhiyasulov,Brendson Ribeiro,win,M-DEC,3,5:00
UFC Fight Night: Whittaker vs. Aliskerov,2024-06-22,ChangHo Lee,Xiao Long,win,S-DEC,3,5:00
UFC Fight Night: Cannonier vs. Imavov,2024-06-08,Nassourdine Imavov,Jared Cannonier,win,"KO/TKO

      

        Punches",4,1:34
UFC Fight Night: Cannonier vs. Imavov,2024-06-08,Dominick Reyes,Dustin Jacoby,win,"KO/TKO

      

        Punches",1,2:00
UFC Fight Night: Cannonier vs. Imavov,2024-06-08,Raul Rosas Jr.,Ricky Turcios,win,"SUB

      

        Rear Naked Choke",2,2:22
UFC Fight Night: Cannonier vs. Imavov,2024-06-08,Brunno Ferreira,Dustin Stoltzfus,win,"KO/TKO

      

        Spinning Back Elbow",1,4:51
UFC Fight Night: Cannonier vs. Imavov,2024-06-08,Zachary Reese,Julian Marquez,win,"KO/TKO

      

        Punch",1,0:20
UFC Fight Night: Cannonier vs. Imavov,2024-06-08,Punahele Soriano,Miguel Baeza,win,U-DEC,3,5:00
UFC Fight Night: Cannonier vs. Imavov,2024-06-08,Ludovit Klein,Thiago Moises,win,U-DEC,3,5:00
UFC Fight Night: Cannonier vs. Imavov,2024-06-08,Carlos Prates,Charles Radtke,win,"KO/TKO

      

        Knee",1,4:47
UFC Fight Night: Cannonier vs. Imavov,2024-06-08,Brad Katona,Jesse Butler,win,U-DEC,3,5:00
UFC Fight Night: Cannonier vs. Imavov,2024-06-08,Montana De La Rosa,Andrea Lee,win,S-DEC,3,5:00
UFC Fight Night: Cannonier vs. Imavov,2024-06-08,Daniel Marcos,John Castaneda,win,U-DEC,3,5:00
UFC Fight Night: Cannonier vs. Imavov,2024-06-08,Denise Gomes,Eduarda Moura,win,S-DEC,3,5:00
UFC Fight Night: Cannonier vs. Imavov,2024-06-08,Taylor Lapilus,Cody Stamann,win,U-DEC,3,5:00
UFC Fight Night: Cannonier vs. Imavov,2024-06-08,Puja Tomar,Rayanne dos Santos,win,S-DEC,3,5:00
UFC Fight Night: Nicolau vs. Perez,2024-04-27,Alex Perez,Matheus Nicolau,win,"KO/TKO

      

        Punch",2,2:16
UFC Fight Night: Nicolau vs. Perez,2024-04-27,Bogdan Guskov,Ryan Spann,win,"KO/TKO

      

        Punches",2,3:16
UFC Fight Night: Nicolau vs. Perez,2024-04-27,Karine Silva,Ariane da Silva,win,U-DEC,3,5:00
UFC Fight Night: Nicolau vs. Perez,2024-04-27,Jhonata Diniz,Austen Lane,win,"KO/TKO

      

        Punch",2,2:12
UFC Fight Night: Nicolau vs. Perez,2024-04-27,David Onama,Jonathan Pearce,win,U-DEC,3,5:00
UFC Fight Night: Nicolau vs. Perez,2024-04-27,Uros Medic,Tim Means,win,"KO/TKO

      

        Punch",1,2:09
UFC Fight Night: Nicolau vs. Perez,2024-04-27,Victor Henry,Rani Yahya,win,"KO/TKO

      

        Punches",3,2:36
UFC Fight Night: Nicolau vs. Perez,2024-04-27,Austin Hubbard,Michal Figlak,win,U-DEC,3,5:00
UFC Fight Night: Nicolau vs. Perez,2024-04-27,Don'Tale Mayes,Caio Machado,win,U-DEC,3,5:00
UFC Fight Night: Nicolau vs. Perez,2024-04-27,Ketlen Souza,Marnic Mann,win,U-DEC,3,5:00
UFC Fight Night: Nicolau vs. Perez,2024-04-27,Chris Padilla,James Llontop,win,"SUB

      

        Rear Naked Choke",1,4:33
UFC Fight Night: Nicolau vs. Perez,2024-04-27,Ivana Petrovic,Liang Na,win,"SUB

      

        Arm Triangle",3,1:29
UFC Fight Night: Nicolau vs. Perez,2024-04-27,Maheshate,Gabriel Benitez,win,S-DEC,3,5:00
UFC Fight Night: Barboza vs. Murphy,2024-05-18,Lerone Murphy,Edson Barboza,win,U-DEC,5,5:00
UFC Fight Night: Barboza vs. Murphy,2024-05-18,Khaos Williams,Carlston Harris,win,"KO/TKO

      

        Punch",1,1:30
UFC Fight Night: Barboza vs. Murphy,2024-05-18,Themba Gorimbo,Ramiz Brahimaj,win,U-DEC,3,5:00
UFC Fight Night: Barboza vs. Murphy,2024-05-18,Adrian Yanez,Vinicius Salvador,win,"KO/TKO

      

        Punches",1,2:47
UFC Fight Night: Barboza vs. Murphy,2024-05-18,Angela Hill,Luana Pinheiro,win,"SUB

      

        Guillotine Choke",2,4:12
UFC Fight Night: Barboza vs. Murphy,2024-05-18,Tom Nolan,Victor Martinez,win,"KO/TKO

      

        Knee",1,3:50
UFC Fight Night: Barboza vs. Murphy,2024-05-18,Oumar Sy,Tuco Tokkos,win,"SUB

      

        Rear Naked Choke",1,3:43
UFC Fight Night: Barboza vs. Murphy,2024-05-18,Melissa Gatto,Tamires Vidal,win,"KO/TKO

      

        Punch",3,0:37
UFC Fight Night: Barboza vs. Murphy,2024-05-18,Abus Magomedov,Warlley Alves,win,U-DEC,3,5:00
UFC Fight Night: Barboza vs. Murphy,2024-05-18,Ariane Carnelossi,Piera Rodriguez,win,DQ,2,3:16
UFC Fight Night: Barboza vs. Murphy,2024-05-18,Alatengheili,Kleydson Rodrigues,win,U-DEC,3,5:00
UFC Fight Night: Barboza vs. Murphy,2024-05-18,Vanessa Demopoulos,Emily Ducote,win,S-DEC,3,5:00
UFC Fight Night: Lewis vs. Nascimento,2024-05-11,Derrick Lewis,Rodrigo Nascimento,win,"KO/TKO

      

        Punch",3,0:49
UFC Fight Night: Lewis vs. Nascimento,2024-05-11,Joaquin Buckley,Nursulton Ruziboev,win,U-DEC,3,5:00
UFC Fight Night: Lewis vs. Nascimento,2024-05-11,Carlos Ulberg,Alonzo Menifield,win,"KO/TKO

      

        Punches",1,0:12
UFC Fight Night: Lewis vs. Nascimento,2024-05-11,Diego Ferreira,Mateusz Rebecki,win,"KO/TKO

      

        Punches",3,4:51
UFC Fight Night: Lewis vs. Nascimento,2024-05-11,Sean Woodson,Alex Caceres,win,U-DEC,3,5:00
UFC Fight Night: Lewis vs. Nascimento,2024-05-11,Waldo Cortes-Acosta,Robelis Despaigne,win,U-DEC,3,5:00
UFC Fight Night: Lewis vs. Nascimento,2024-05-11,Chase Hooper,Viacheslav Borshchev,win,"SUB

      

        D'Arce Choke",2,3:00
UFC Fight Night: Lewis vs. Nascimento,2024-05-11,Esteban Ribovics,Terrance McKinney,win,"KO/TKO

      

        Kick",1,0:37
UFC Fight Night: Lewis vs. Nascimento,2024-05-11,Tabatha Ricci,Tecia Pennington,win,S-DEC,3,5:00
UFC Fight Night: Lewis vs. Nascimento,2024-05-11,Trey Waters,Billy Ray Goff,win,U-DEC,3,5:00
UFC Fight Night: Lewis vs. Nascimento,2024-05-11,Charles Johnson,Jake Hadley,win,U-DEC,3,5:00
UFC Fight Night: Lewis vs. Nascimento,2024-05-11,Veronica Hardy,JJ Aldrich,win,U-DEC,3,5:00
UFC 301: Pantoja vs. Erceg,2024-05-04,Alexandre Pantoja,Steve Erceg,win,U-DEC,5,5:00
UFC 301: Pantoja vs. Erceg,2024-05-04,Jose Aldo,Jonathan Martinez,win,U-DEC,3,5:00
UFC 301: Pantoja vs. Erceg,2024-05-04,Anthony Smith,Vitor Petrino,win,"SUB

      

        Guillotine Choke",1,2:00
UFC 301: Pantoja vs. Erceg,2024-05-04,Michel Pereira,Ihor Potieria,win,"SUB

      

        Guillotine Choke",1,0:54
UFC 301: Pantoja vs. Erceg,2024-05-04,Caio Borralho,Paul Craig,win,"KO/TKO

      

        Punches",2,2:10
UFC 301: Pantoja vs. Erceg,2024-05-04,Joanderson Brito,Jack Shore,win,KO/TKO,2,3:35
UFC 301: Pantoja vs. Erceg,2024-05-04,Iasmin Lucindo,Karolina Kowalkiewicz,win,U-DEC,3,5:00
UFC 301: Pantoja vs. Erceg,2024-05-04,Myktybek Orolbai,Elves Brener,win,U-DEC,3,5:00
UFC 301: Pantoja vs. Erceg,2024-05-04,Drakkar Klose,Joaquim Silva,win,U-DEC,3,5:00
UFC 301: Pantoja vs. Erceg,2024-05-04,Mauricio Ruffy,Jamie Mullarkey,win,"KO/TKO

      

        Punches",1,4:42
UFC 301: Pantoja vs. Erceg,2024-05-04,Dione Barbosa,Ernesta Kareckaite,win,U-DEC,3,5:00
UFC 301: Pantoja vs. Erceg,2024-05-04,Ismael Bonfim,Vinc Pichel,win,U-DEC,3,5:00
UFC 301: Pantoja vs. Erceg,2024-05-04,Alessandro Costa,Kevin Borjas,win,"KO/TKO

      

        Punches",2,1:35
UFC Fight Night: Allen vs. Curtis 2,2024-04-06,Brendan Allen,Chris Curtis,win,S-DEC,5,5:00
UFC Fight Night: Allen vs. Curtis 2,2024-04-06,Damon Jackson,Alexander Hernandez,win,S-DEC,3,5:00
UFC Fight Night: Allen vs. Curtis 2,2024-04-06,Chepe Mariscal,Morgan Charriere,win,S-DEC,3,5:00
UFC Fight Night: Allen vs. Curtis 2,2024-04-06,Ignacio Bahamondes,Christos Giagos,win,"KO/TKO

      

        Kick",1,3:34
UFC Fight Night: Allen vs. Curtis 2,2024-04-06,Charlie Campbell,Trevor Peek,win,U-DEC,3,5:00
UFC Fight Night: Allen vs. Curtis 2,2024-04-06,Alex Morono,Court McGee,win,U-DEC,3,5:00
UFC Fight Night: Allen vs. Curtis 2,2024-04-06,Lukasz Brzeski,Valter Walker,win,U-DEC,3,5:00
UFC Fight Night: Allen vs. Curtis 2,2024-04-06,Norma Dumont,Germaine de Randamie,win,U-DEC,3,5:00
UFC Fight Night: Allen vs. Curtis 2,2024-04-06,Victor Hugo,Pedro Falcao,win,U-DEC,3,5:00
UFC Fight Night: Allen vs. Curtis 2,2024-04-06,Jean Matsumoto,Dan Argueta,win,"SUB

      

        Guillotine Choke",2,4:59
UFC Fight Night: Allen vs. Curtis 2,2024-04-06,Cesar Almeida,Dylan Budka,win,"KO/TKO

      

        Elbows",2,2:13
UFC Fight Night: Allen vs. Curtis 2,2024-04-06,Nora Cornolle,Melissa Mullins,win,"KO/TKO

      

        Knee",2,3:06
UFC 300: Pereira vs. Hill,2024-04-13,Alex Pereira,Jamahal Hill,win,"KO/TKO

      

        Punch",1,3:14
UFC 300: Pereira vs. Hill,2024-04-13,Zhang Weili,Yan Xiaonan,win,U-DEC,5,5:00
UFC 300: Pereira vs. Hill,2024-04-13,Max Holloway,Justin Gaethje,win,"KO/TKO

      

        Punch",5,4:59
UFC 300: Pereira vs. Hill,2024-04-13,Arman Tsarukyan,Charles Oliveira,win,S-DEC,3,5:00
UFC 300: Pereira vs. Hill,2024-04-13,Bo Nickal,Cody Brundage,win,"SUB

      

        Rear Naked Choke",2,3:38
UFC 300: Pereira vs. Hill,2024-04-13,Jiri Prochazka,Aleksandar Rakic,win,"KO/TKO

      

        Punches",2,3:17
UFC 300: Pereira vs. Hill,2024-04-13,Aljamain Sterling,Calvin Kattar,win,U-DEC,3,5:00
UFC 300: Pereira vs. Hill,2024-04-13,Kayla Harrison,Holly Holm,win,"SUB

      

        Rear Naked Choke",2,1:47
UFC 300: Pereira vs. Hill,2024-04-13,Diego Lopes,Sodiq Yusuff,win,"KO/TKO

      

        Punches",1,1:29
UFC 300: Pereira vs. Hill,2024-04-13,Renato Moicano,Jalin Turner,win,"KO/TKO

      

        Punches",2,4:11
UFC 300: Pereira vs. Hill,2024-04-13,Jessica Andrade,Marina Rodriguez,win,S-DEC,3,5:00
UFC 300: Pereira vs. Hill,2024-04-13,King Green,Jim Miller,win,U-DEC,3,5:00
UFC 300: Pereira vs. Hill,2024-04-13,Deiveson Figueiredo,Cody Garbrandt,win,"SUB

      

        Rear Naked Choke",2,4:02
UFC Fight Night: Ribas vs. Namajunas,2024-03-23,Rose Namajunas,Amanda Ribas,win,U-DEC,5,5:00
UFC Fight Night: Ribas vs. Namajunas,2024-03-23,Karl Williams,Justin Tafa,win,U-DEC,3,5:00
UFC Fight Night: Ribas vs. Namajunas,2024-03-23,Edmen Shahbazyan,AJ Dobson,win,"KO/TKO

      

        Punches",1,4:33
UFC Fight Night: Ribas vs. Namajunas,2024-03-23,Payton Talbott,Cameron Saaiman,win,"KO/TKO

      

        Punches",2,0:21
UFC Fight Night: Ribas vs. Namajunas,2024-03-23,Youssef Zalal,Billy Quarantillo,win,"SUB

      

        Rear Naked Choke",2,1:50
UFC Fight Night: Ribas vs. Namajunas,2024-03-23,Fernando Padilla,Luis Pajuelo,win,"SUB

      

        D'Arce Choke",1,2:45
UFC Fight Night: Ribas vs. Namajunas,2024-03-23,Trey Ogden,Kurt Holobaugh,win,U-DEC,3,5:00
UFC Fight Night: Ribas vs. Namajunas,2024-03-23,Julian Erosa,Ricardo Ramos,win,"SUB

      

        Guillotine Choke",1,2:15
UFC Fight Night: Ribas vs. Namajunas,2024-03-23,Miles Johns,Cody Gibson,win,U-DEC,3,5:00
UFC Fight Night: Ribas vs. Namajunas,2024-03-23,Jarno Errens,Steven Nguyen,win,U-DEC,3,5:00
UFC Fight Night: Ribas vs. Namajunas,2024-03-23,Daria Zhelezniakova,Montserrat Rendon,win,U-DEC,3,5:00
UFC Fight Night: Ribas vs. Namajunas,2024-03-23,Andre Lima,Igor Severino,win,DQ,2,2:52
UFC Fight Night: Ribas vs. Namajunas,2024-03-23,Mick Parkin,Mohammed Usman,win,U-DEC,3,5:00
UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,Marcin Tybura,Tai Tuivasa,win,"SUB

      

        Rear Naked Choke",1,4:08
UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,Bryan Battle,Ange Loosa,"nc


nc",CNC,2,1:00
UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,Ovince Saint Preux,Kennedy Nzechukwu,win,S-DEC,3,5:00
