event,event_date,fighter_1,fighter_2,result,f1_kd,f1_sig_str_attempted,f1_sig_str_landed,f1_sub_att,f1_td_attempted,f1_td_landed,f1_total_str_attempted,f1_total_str_landed,f2_kd,f2_sig_str_attempted,f2_sig_str_landed,f2_sub_att,f2_td_attempted,f2_td_landed,f2_total_str_attempted,f2_total_str_landed,method,round,time
UFC Fight Night: Imavov vs. Borralho,2025-09-06,Sam Patterson,Trey Waters,win,0,48,25,0,0,0,48,25,0,38,18,0,0,0,38,18,"KO/TKO

      

        Punches",1,3:01
UFC Fight Night: Imavov vs. Borralho,2025-09-06,Robert Bryczek,Brad Tavares,win,0,102,42,0,3,1,111,50,1,138,68,0,1,1,149,77,"KO/TKO

      

        Punches",3,1:43
UFC Fight Night: Imavov vs. Borralho,2025-09-06,Rinat Fakhretdinov,Andreas Gustafsson,win,0,19,5,0,0,0,19,5,0,42,23,0,0,0,42,23,"KO/TKO

      

        Punches",1,0:54
UFC Fight Night: Imavov vs. Borralho,2025-09-06,Sam Hughes,Shauna Bannon,win,0,38,13,0,1,0,68,42,0,46,21,1,3,2,84,55,"SUB

      

        Rear Naked Choke",2,1:58
UFC Fight Night: Walker vs. Zhang,2025-08-23,Johnny Walker,Zhang Mingyang,win,1,67,50,0,2,0,70,51,0,47,20,0,0,0,59,28,"KO/TKO

      

        Punches",2,2:37
UFC Fight Night: Walker vs. Zhang,2025-08-23,Aljamain Sterling,Brian Ortega,win,0,174,55,0,2,0,225,100,0,227,124,0,6,3,262,153,U-DEC,5,5:00
UFC Fight Night: Walker vs. Zhang,2025-08-23,Sergei Pavlovich,Waldo Cortes Acosta,win,0,133,61,0,3,0,136,63,0,117,45,0,0,0,117,45,U-DEC,3,5:00
UFC Fight Night: Walker vs. Zhang,2025-08-23,Sumudaerji,Kevin Borjas,win,0,129,73,0,5,0,150,91,0,44,16,0,5,0,51,23,U-DEC,3,5:00
UFC Fight Night: Walker vs. Zhang,2025-08-23,Taiyilake Nueraji,Kiefer Crosbie,win,0,38,27,0,3,1,42,31,0,3,2,0,1,0,12,11,"KO/TKO

      

        Elbows",1,3:33
UFC Fight Night: Walker vs. Zhang,2025-08-23,Gauge Young,Maheshate,win,0,150,66,0,7,0,166,79,0,200,112,0,6,3,221,131,U-DEC,3,5:00
UFC Fight Night: Walker vs. Zhang,2025-08-23,Charles Johnson,Lone'er Kavanagh,win,1,81,44,0,5,1,89,52,0,120,59,1,2,1,121,60,"KO/TKO

      

        Punch",2,4:35
UFC Fight Night: Walker vs. Zhang,2025-08-23,Rongzhu,Austin Hubbard,win,0,197,101,0,0,0,201,104,0,226,75,0,12,2,228,77,U-DEC,3,5:00
UFC Fight Night: Walker vs. Zhang,2025-08-23,Kyle Daukaus,Michel Pereira,win,0,4,2,0,0,0,4,2,1,8,5,0,0,0,12,7,"KO/TKO

      

        Elbows",1,0:43
UFC Fight Night: Walker vs. Zhang,2025-08-23,Yizha,Westin Wilson,win,2,18,13,0,0,0,23,17,0,2,0,0,0,0,2,0,"KO/TKO

      

        Punches",1,0:37
UFC Fight Night: Walker vs. Zhang,2025-08-23,SuYoung You,Xiao Long,win,0,214,68,0,0,0,229,81,0,110,58,0,6,0,120,66,U-DEC,3,5:00
UFC Fight Night: Walker vs. Zhang,2025-08-23,Uran Satybaldiev,Diyar Nurgozhay,win,1,9,2,2,0,0,10,3,0,11,7,0,1,1,19,13,"SUB

      

        Ezekiel Choke",1,2:45
UFC Fight Night: Dolidze vs. Hernandez,2025-08-09,Anthony Hernandez,Roman Dolidze,win,0,107,36,0,1,0,110,39,0,152,91,1,11,9,187,120,"SUB

      

        Rear Naked Choke",4,2:45
UFC Fight Night: Dolidze vs. Hernandez,2025-08-09,Steve Erceg,Ode Osbourne,win,0,53,20,1,10,3,82,39,0,74,35,0,2,1,89,47,U-DEC,3,5:00
UFC Fight Night: Dolidze vs. Hernandez,2025-08-09,Iasmin Lucindo,Angela Hill,win,0,151,72,0,7,3,187,100,0,110,64,1,5,0,129,80,U-DEC,3,5:00
UFC Fight Night: Dolidze vs. Hernandez,2025-08-09,Andre Fili,Christian Rodriguez,win,0,182,64,0,5,3,193,74,0,174,83,0,7,1,190,95,S-DEC,3,5:00
UFC Fight Night: Dolidze vs. Hernandez,2025-08-09,Jean Matsumoto,Miles Johns,win,0,184,83,0,8,5,191,89,0,233,95,2,3,0,249,109,S-DEC,3,5:00
UFC Fight Night: Dolidze vs. Hernandez,2025-08-09,Christian Leroy Duncan,Eryk Anders,win,0,12,7,0,3,1,24,18,1,43,24,0,0,0,46,27,"KO/TKO

      

        Punches",1,3:53
UFC Fight Night: Dolidze vs. Hernandez,2025-08-09,Julius Walker,Rafael Cerqueira,win,1,62,44,0,10,6,120,96,0,42,19,0,0,0,54,30,U-DEC,3,5:00
UFC Fight Night: Dolidze vs. Hernandez,2025-08-09,Elijah Smith,Toshiomi Kazama,win,0,46,37,0,0,0,74,61,0,0,0,1,1,1,2,2,"KO/TKO

      

        Slam",1,4:10
UFC Fight Night: Dolidze vs. Hernandez,2025-08-09,Joselyne Edwards,Priscila Cachoeira,win,1,44,26,0,2,0,44,26,0,50,18,0,0,0,50,18,"KO/TKO

      

        Punch",1,2:24
UFC Fight Night: Dolidze vs. Hernandez,2025-08-09,Uros Medic,Gilbert Urbina,win,1,9,5,0,0,0,10,6,1,10,5,0,0,0,10,5,"KO/TKO

      

        Punch",1,1:03
UFC Fight Night: Dolidze vs. Hernandez,2025-08-09,Gabriella Fernandes,Julija Stoliarenko,win,0,114,59,0,0,0,114,59,0,161,61,0,6,0,167,64,U-DEC,3,5:00
UFC Fight Night: Dolidze vs. Hernandez,2025-08-09,Eric McConico,Cody Brundage,win,0,65,31,0,7,3,78,43,0,72,26,0,0,0,102,54,S-DEC,3,5:00
UFC 319: Du Plessis vs. Chimaev,2025-08-16,Khamzat Chimaev,Dricus Du Plessis,win,0,29,13,1,1,1,68,45,0,47,37,0,17,12,567,529,U-DEC,5,5:00
UFC 319: Du Plessis vs. Chimaev,2025-08-16,Lerone Murphy,Aaron Pico,win,1,16,8,1,0,0,16,8,0,29,13,0,3,2,30,13,"KO/TKO

      

        Spinning Back Elbow",1,3:21
UFC 319: Du Plessis vs. Chimaev,2025-08-16,Carlos Prates,Geoff Neal,win,0,49,25,0,1,0,50,26,1,60,32,0,0,0,60,32,"KO/TKO

      

        Spinning Back Elbow",1,4:59
UFC 319: Du Plessis vs. Chimaev,2025-08-16,Michael Page,Jared Cannonier,win,0,57,20,0,7,2,88,46,0,55,29,0,1,0,64,36,U-DEC,3,5:00
UFC 319: Du Plessis vs. Chimaev,2025-08-16,Tim Elliott,Kai Asakura,win,0,71,27,2,3,2,88,42,0,87,21,0,0,0,104,38,"SUB

      

        Guillotine Choke",2,4:39
UFC 319: Du Plessis vs. Chimaev,2025-08-16,Baisangur Susurkaev,Eric Nolan,win,0,62,36,1,7,2,89,59,0,56,22,0,1,0,58,24,"SUB

      

        Rear Naked Choke",2,2:01
UFC 319: Du Plessis vs. Chimaev,2025-08-16,Michal Oleksiejczuk,Gerald Meerschaert,win,0,16,3,0,3,0,16,3,1,51,23,0,0,0,51,23,"KO/TKO

      

        Punches",1,3:03
UFC 319: Du Plessis vs. Chimaev,2025-08-16,Loopy Godinez,Jessica Andrade,win,0,287,90,0,1,0,297,97,0,213,107,0,14,1,226,119,U-DEC,3,5:00
UFC 319: Du Plessis vs. Chimaev,2025-08-16,Alexander Hernandez,Chase Hooper,win,0,82,20,0,2,0,82,20,1,38,17,0,0,0,39,18,"KO/TKO

      

        Punch",1,4:58
UFC 319: Du Plessis vs. Chimaev,2025-08-16,Drakkar Klose,Edson Barboza,win,0,120,71,0,0,0,122,73,0,102,53,0,2,0,209,147,U-DEC,3,5:00
UFC 319: Du Plessis vs. Chimaev,2025-08-16,Karine Silva,Dione Barbosa,win,0,70,26,2,3,1,154,90,0,87,31,1,4,3,132,67,U-DEC,3,5:00
UFC 319: Du Plessis vs. Chimaev,2025-08-16,Joseph Morales,Alibi Idiris,win,0,56,28,0,1,0,82,50,0,63,29,2,5,2,86,44,"SUB

      

        Triangle Choke",2,3:04
UFC Fight Night: Taira vs. Park,2025-08-02,Tatsuro Taira,HyunSung Park,win,1,11,7,1,5,4,20,13,0,9,3,0,0,0,21,15,"SUB

      

        Neck Crank",2,1:06
UFC Fight Night: Taira vs. Park,2025-08-02,Chris Duncan,Mateusz Rebecki,win,0,267,114,0,6,2,278,123,0,222,92,0,1,0,225,95,U-DEC,3,5:00
UFC Fight Night: Taira vs. Park,2025-08-02,Esteban Ribovics,Elves Brener,win,0,250,118,0,9,0,256,123,0,281,122,0,0,0,284,123,U-DEC,3,5:00
UFC Fight Night: Taira vs. Park,2025-08-02,Karol Rosa,Nora Cornolle,win,0,58,33,2,3,2,224,190,0,47,27,0,0,0,98,75,U-DEC,3,5:00
UFC Fight Night: Taira vs. Park,2025-08-02,Neil Magny,Elizeu Zaleski dos Santos,win,0,67,42,0,3,2,113,80,0,42,20,0,5,1,69,42,"KO/TKO

      

        Punches",2,4:39
UFC Fight Night: Taira vs. Park,2025-08-02,Kevin Vallejos,Danny Silva,win,0,164,69,0,9,1,168,73,0,229,90,0,5,2,230,90,U-DEC,3,5:00
UFC Fight Night: Taira vs. Park,2025-08-02,Rinya Nakamura,Nathan Fletcher,win,1,19,12,0,0,0,19,12,0,7,3,0,0,0,7,3,"KO/TKO

      

        Kick",1,1:02
UFC Fight Night: Taira vs. Park,2025-08-02,Rodolfo Vieira,Tresean Gore,win,0,159,89,0,14,1,169,96,0,114,41,0,0,0,125,50,U-DEC,3,5:00
UFC Fight Night: Taira vs. Park,2025-08-02,Andrey Pulyaev,Nick Klein,win,0,21,10,1,7,4,33,19,1,31,23,0,0,0,38,30,"KO/TKO

      

        Kick",2,1:31
UFC Fight Night: Taira vs. Park,2025-08-02,Austin Bashi,John Yannis,win,0,7,2,1,1,1,67,48,0,5,0,0,0,0,9,2,"SUB

      

        Rear Naked Choke",1,3:39
UFC Fight Night: Taira vs. Park,2025-08-02,Rafael Estevam,Felipe Bunes,win,0,70,33,0,9,5,204,128,0,56,26,2,1,0,75,38,U-DEC,3,5:00
UFC Fight Night: Taira vs. Park,2025-08-02,Piera Rodriguez,Ketlen Souza,win,0,150,64,0,10,7,171,81,0,103,56,0,3,0,139,86,S-DEC,3,5:00
UFC Fight Night: Whittaker vs. De Ridder,2025-07-26,Reinier de Ridder,Robert Whittaker,win,1,142,66,0,0,0,146,70,0,145,67,0,15,2,282,192,S-DEC,5,5:00
UFC Fight Night: Whittaker vs. De Ridder,2025-07-26,Petr Yan,Marcus McGhee,win,0,146,81,0,3,1,202,130,0,170,64,0,4,0,173,66,U-DEC,3,5:00
UFC Fight Night: Whittaker vs. De Ridder,2025-07-26,Shara Magomedov,Marc-Andre Barriault,win,0,142,93,0,1,0,153,103,0,77,39,0,6,2,100,60,U-DEC,3,5:00
UFC Fight Night: Whittaker vs. De Ridder,2025-07-26,Asu Almabayev,Jose Ochoa,win,0,42,22,2,16,7,90,55,0,45,26,2,1,1,151,118,U-DEC,3,5:00
UFC Fight Night: Whittaker vs. De Ridder,2025-07-26,Bogdan Guskov,Nikita Krylov,win,0,34,16,0,0,0,34,16,1,43,23,0,0,0,48,28,"KO/TKO

      

        Punches",1,4:18
UFC Fight Night: Whittaker vs. De Ridder,2025-07-26,Bryce Mitchell,Said Nurmagomedov,win,0,20,13,0,9,3,51,39,1,32,20,1,0,0,126,100,U-DEC,3,5:00
UFC Fight Night: Whittaker vs. De Ridder,2025-07-26,Muslim Salikhov,Carlos Leal,win,1,9,3,0,0,0,9,3,0,9,5,0,0,0,9,5,"KO/TKO

      

        Punch",1,0:42
UFC Fight Night: Whittaker vs. De Ridder,2025-07-26,Davey Grant,Da'Mon Blackshear,win,0,130,66,0,0,0,133,66,0,74,33,1,5,1,78,36,U-DEC,3,5:00
UFC Fight Night: Whittaker vs. De Ridder,2025-07-26,Tabatha Ricci,Amanda Ribas,win,0,72,30,0,3,1,122,77,0,76,34,0,4,1,140,82,"KO/TKO

      

        Elbow",2,2:59
UFC Fight Night: Whittaker vs. De Ridder,2025-07-26,Billy Elekana,Ibo Aslan,win,0,78,28,0,0,0,80,29,0,68,35,0,3,0,68,35,U-DEC,3,5:00
UFC Fight Night: Whittaker vs. De Ridder,2025-07-26,Steven Nguyen,Mohammad Yahya,win,0,151,57,0,4,0,154,60,6,174,92,0,0,0,194,108,KO/TKO,2,5:00
UFC Fight Night: Whittaker vs. De Ridder,2025-07-26,Martin Buday,Marcus Buchecha,win,0,86,41,0,0,0,150,92,0,60,24,0,11,1,140,80,U-DEC,3,5:00
UFC 317: Topuria vs. Oliveira,2025-06-28,Ilia Topuria,Charles Oliveira,win,1,29,21,0,0,0,32,24,0,16,9,0,2,0,18,10,"KO/TKO

      

        Punch",1,2:27
UFC 317: Topuria vs. Oliveira,2025-06-28,Alexandre Pantoja,Kai Kara-France,win,0,76,42,2,6,3,107,70,0,67,38,0,2,0,86,57,"SUB

      

        Rear Naked Choke",3,1:55
UFC 317: Topuria vs. Oliveira,2025-06-28,Joshua Van,Brandon Royval,win,0,467,215,0,0,0,468,216,1,305,204,0,0,0,311,209,U-DEC,3,5:00
UFC 317: Topuria vs. Oliveira,2025-06-28,Beneil Dariush,Renato Moicano,win,0,107,56,0,5,5,131,77,1,61,31,0,3,0,69,38,U-DEC,3,5:00
UFC 317: Topuria vs. Oliveira,2025-06-28,Payton Talbott,Felipe Lima,win,0,118,59,0,1,0,165,97,0,58,26,0,15,3,70,37,U-DEC,3,5:00
UFC 317: Topuria vs. Oliveira,2025-06-28,Gregory Rodrigues,Jack Hermansson,win,0,55,30,0,1,0,55,30,1,63,18,0,0,0,63,18,"KO/TKO

      

        Punch",1,4:21
UFC 317: Topuria vs. Oliveira,2025-06-28,Jose Delgado,Hyder Amil,win,0,5,3,0,1,0,5,3,1,11,9,0,1,0,11,9,"KO/TKO

      

        Knee",1,0:26
UFC 317: Topuria vs. Oliveira,2025-06-28,Tracy Cortez,Viviane Araujo,win,0,51,22,0,0,0,69,39,0,103,65,1,5,3,143,102,U-DEC,3,5:00
UFC 317: Topuria vs. Oliveira,2025-06-28,Terrance McKinney,Viacheslav Borshchev,win,0,2,1,2,1,1,2,1,0,2,2,0,0,0,2,2,"SUB

      

        Guillotine Choke",1,0:55
UFC 317: Topuria vs. Oliveira,2025-06-28,Jacobe Smith,Niko Price,win,0,61,34,0,2,0,76,46,0,74,46,1,2,2,101,73,"SUB

      

        Rear Naked Choke",2,4:03
UFC 317: Topuria vs. Oliveira,2025-06-28,Jhonata Diniz,Alvin Hines,win,0,182,112,0,0,0,182,112,0,259,82,0,10,1,260,83,U-DEC,3,5:00
UFC Fight Night: Lewis vs. Teixeira,2025-07-12,Derrick Lewis,Tallison Teixeira,win,1,17,9,0,0,0,21,10,0,5,3,0,0,0,5,3,"KO/TKO

      

        Punches",1,0:35
UFC Fight Night: Lewis vs. Teixeira,2025-07-12,Gabriel Bonfim,Stephen Thompson,win,0,92,42,0,2,0,135,78,0,72,40,0,14,5,93,55,S-DEC,3,5:00
UFC Fight Night: Lewis vs. Teixeira,2025-07-12,Steve Garcia,Calvin Kattar,win,0,123,26,0,0,0,123,26,1,250,85,0,0,0,250,85,U-DEC,3,5:00
UFC Fight Night: Lewis vs. Teixeira,2025-07-12,Morgan Charriere,Nate Landwehr,win,0,155,63,0,0,0,158,65,1,131,67,0,5,2,131,67,"KO/TKO

      

        Punch",3,0:27
UFC Fight Night: Lewis vs. Teixeira,2025-07-12,Vitor Petrino,Austen Lane,win,0,6,3,2,1,1,22,17,0,4,3,0,0,0,4,3,"SUB

      

        Rear Naked Choke",1,4:16
UFC Fight Night: Lewis vs. Teixeira,2025-07-12,Tuco Tokkos,Junior Tafa,win,0,38,24,0,0,0,39,25,0,22,11,1,9,5,57,31,"SUB

      

        Arm Triangle",2,4:25
UFC Fight Night: Lewis vs. Teixeira,2025-07-12,Chris Curtis,Max Griffin,win,0,178,59,0,0,0,185,63,0,155,64,0,1,0,162,71,S-DEC,3,5:00
UFC Fight Night: Lewis vs. Teixeira,2025-07-12,Jake Matthews,Chidi Njokuani,win,0,7,3,1,1,1,9,5,0,10,5,0,0,0,10,5,"SUB

      

        Rear Naked Choke",1,1:09
UFC Fight Night: Lewis vs. Teixeira,2025-07-12,Eduarda Moura,Lauren Murphy,win,0,145,38,2,9,2,179,67,0,235,64,0,3,2,248,74,U-DEC,3,5:00
UFC Fight Night: Lewis vs. Teixeira,2025-07-12,Valter Walker,Kennedy Nzechukwu,win,0,0,0,0,0,0,0,0,0,11,4,1,2,1,11,4,"SUB

      

        Heel Hook",1,0:54
UFC Fight Night: Lewis vs. Teixeira,2025-07-12,Mike Davis,Mitch Ramirez,win,0,111,51,0,2,0,118,57,1,77,47,2,2,1,94,58,"KO/TKO

      

        Punches",2,4:08
UFC Fight Night: Lewis vs. Teixeira,2025-07-12,Fatima Kline,Melissa Martinez,win,1,181,92,0,2,0,187,95,0,119,44,0,0,0,129,52,"KO/TKO

      

        Kick",3,2:36
UFC 318: Holloway vs. Poirier 3,2025-07-19,Max Holloway,Dustin Poirier,win,1,375,198,0,0,0,378,201,1,255,109,1,1,0,255,109,U-DEC,5,5:00
UFC 318: Holloway vs. Poirier 3,2025-07-19,Paulo Costa,Roman Kopylov,win,1,159,99,0,2,0,162,102,0,104,48,0,0,0,104,48,U-DEC,3,5:00
UFC 318: Holloway vs. Poirier 3,2025-07-19,Daniel Rodriguez,Kevin Holland,win,1,173,82,0,4,1,207,111,2,149,77,0,1,0,189,111,U-DEC,3,5:00
UFC 318: Holloway vs. Poirier 3,2025-07-19,Patricio Freire,Dan Ige,win,0,124,47,0,0,0,145,59,0,97,55,0,9,5,114,71,U-DEC,3,5:00
UFC 318: Holloway vs. Poirier 3,2025-07-19,Michael Johnson,Daniel Zellhuber,win,1,195,80,0,1,0,196,81,0,182,52,0,0,0,182,52,U-DEC,3,5:00
UFC 318: Holloway vs. Poirier 3,2025-07-19,Vinicius Oliveira,Kyler Phillips,win,0,151,49,0,5,0,156,54,1,232,96,0,4,1,238,102,U-DEC,3,5:00
UFC 318: Holloway vs. Poirier 3,2025-07-19,Brendan Allen,Marvin Vettori,win,0,253,109,0,0,0,262,115,0,224,111,0,4,3,233,119,U-DEC,3,5:00
UFC 318: Holloway vs. Poirier 3,2025-07-19,Nikolay Veretennikov,Francisco Prado,win,0,77,47,1,10,3,94,64,0,105,56,0,6,2,133,84,S-DEC,3,5:00
UFC 318: Holloway vs. Poirier 3,2025-07-19,Ateba Gautier,Robert Valentin,win,1,37,19,0,0,0,37,19,0,5,2,0,0,0,5,2,"KO/TKO

      

        Punch",1,1:10
UFC 318: Holloway vs. Poirier 3,2025-07-19,Islam Dulatov,Adam Fugitt,win,0,27,14,0,3,0,29,16,1,41,21,0,0,0,44,23,"KO/TKO

      

        Punch",1,4:06
UFC 318: Holloway vs. Poirier 3,2025-07-19,Jimmy Crute,Marcin Prachnio,win,0,18,5,2,6,3,27,11,0,36,21,0,0,0,54,37,"SUB

      

        Armbar",1,4:42
UFC 318: Holloway vs. Poirier 3,2025-07-19,Ryan Spann,Lukasz Brzeski,win,0,19,8,2,1,1,19,8,0,8,5,0,0,0,28,23,"SUB

      

        Guillotine Choke",1,2:47
UFC 318: Holloway vs. Poirier 3,2025-07-19,Brunno Ferreira,Jackson McVey,win,0,9,7,1,1,1,11,9,0,15,4,0,1,0,15,4,"SUB

      

        Armbar",1,3:35
UFC 318: Holloway vs. Poirier 3,2025-07-19,Carli Judice,Nicolle Caliari,win,1,225,109,0,0,0,235,117,0,101,32,0,8,1,104,35,"KO/TKO

      

        Knee",3,1:30
UFC Fight Night: Hill vs. Rountree Jr.,2025-06-21,Khalil Rountree Jr.,Jamahal Hill,win,0,172,69,0,0,0,173,70,1,181,102,0,0,0,181,102,U-DEC,5,5:00
UFC Fight Night: Hill vs. Rountree Jr.,2025-06-21,Rafael Fiziev,Ignacio Bahamondes,win,0,113,62,0,4,4,141,87,0,147,50,0,2,0,165,62,U-DEC,3,5:00
UFC Fight Night: Hill vs. Rountree Jr.,2025-06-21,Curtis Blaydes,Rizvan Kuniev,win,0,95,56,0,15,2,143,101,0,108,45,0,0,0,125,58,S-DEC,3,5:00
UFC Fight Night: Hill vs. Rountree Jr.,2025-06-21,Myktybek Orolbai,Tofiq Musayev,win,0,6,2,0,0,0,23,17,0,7,2,1,5,3,25,15,"SUB

      

        Kimura",1,4:35
UFC Fight Night: Hill vs. Rountree Jr.,2025-06-21,Nazim Sadykhov,Nikolas Motta,win,1,150,93,0,1,0,161,102,1,157,66,0,0,0,168,76,"KO/TKO

      

        Punches",2,4:17
UFC Fight Night: Hill vs. Rountree Jr.,2025-06-21,Muhammad Naimov,Bogdan Grad,win,0,54,18,1,3,1,119,70,0,64,31,0,10,3,88,49,U-DEC,3,5:00
UFC Fight Night: Hill vs. Rountree Jr.,2025-06-21,Seokhyeon Ko,Oban Elliott,win,0,61,33,1,9,6,127,80,0,31,10,0,2,0,40,19,U-DEC,3,5:00
UFC Fight Night: Hill vs. Rountree Jr.,2025-06-21,JunYong Park,Ismail Naurdiev,win,0,153,76,0,2,1,164,84,0,109,45,1,8,2,187,92,U-DEC,3,5:00
UFC Fight Night: Hill vs. Rountree Jr.,2025-06-21,Daria Zhelezniakova,Melissa Mullins,win,0,223,99,0,0,0,228,103,0,148,64,0,6,3,165,77,U-DEC,3,5:00
UFC Fight Night: Hill vs. Rountree Jr.,2025-06-21,Klaudia Sygula,Irina Alekseeva,win,0,178,63,0,0,0,200,74,0,181,101,0,2,1,248,156,U-DEC,3,5:00
UFC Fight Night: Hill vs. Rountree Jr.,2025-06-21,Tagir Ulanbekov,Azat Maksum,win,0,118,68,1,8,0,134,78,0,159,62,0,7,3,177,76,U-DEC,3,5:00
UFC Fight Night: Hill vs. Rountree Jr.,2025-06-21,Mohammed Usman,Hamdy Abdelwahab,win,0,123,55,0,1,0,124,55,0,179,86,0,4,0,179,86,U-DEC,3,5:00
UFC Fight Night: Blanchfield vs. Barber,2025-05-31,Mateusz Gamrot,Ludovit Klein,win,0,110,65,0,11,6,224,142,0,74,24,0,0,0,145,85,U-DEC,3,5:00
UFC Fight Night: Blanchfield vs. Barber,2025-05-31,Ramiz Brahimaj,Billy Ray Goff,win,0,3,1,0,1,0,4,2,0,1,1,1,3,2,10,9,"SUB

      

        Guillotine Choke",1,3:16
UFC Fight Night: Blanchfield vs. Barber,2025-05-31,Dustin Jacoby,Bruno Lopes,win,1,29,17,0,0,0,30,17,0,9,3,0,0,0,12,5,"KO/TKO

      

        Punch",1,1:50
UFC Fight Night: Blanchfield vs. Barber,2025-05-31,Ketlen Vieira,Macy Chiasson,win,0,64,28,0,1,0,174,106,0,43,22,0,4,0,77,52,U-DEC,3,5:00
UFC Fight Night: Blanchfield vs. Barber,2025-05-31,Zach Reese,Dusko Todorovic,win,0,108,50,0,3,2,135,73,0,65,35,1,13,4,109,73,U-DEC,3,5:00
UFC Fight Night: Blanchfield vs. Barber,2025-05-31,Allan Nascimento,Jafel Filho,win,0,30,14,1,7,4,63,40,0,24,12,1,6,1,58,30,U-DEC,3,5:00
UFC Fight Night: Blanchfield vs. Barber,2025-05-31,Jordan Leavitt,Kurt Holobaugh,win,0,1,0,0,0,0,9,7,0,1,1,1,4,3,3,2,"SUB

      

        Anaconda Choke",1,1:39
UFC Fight Night: Blanchfield vs. Barber,2025-05-31,Bolaji Oki,Michael Aswell Jr.,win,0,303,136,0,0,0,303,136,0,309,118,0,0,0,309,118,U-DEC,3,5:00
UFC Fight Night: Blanchfield vs. Barber,2025-05-31,Alice Ardelean,Rayanne dos Santos,win,0,225,78,0,6,1,227,79,0,352,154,0,1,1,359,159,U-DEC,3,5:00
UFC 316: Dvalishvili vs. O'Malley 2,2025-06-07,Merab Dvalishvili,Sean O'Malley,win,0,115,52,1,12,5,215,141,0,57,31,0,0,0,65,38,"SUB

      

        Guillotine Choke",3,4:42
UFC 316: Dvalishvili vs. O'Malley 2,2025-06-07,Kayla Harrison,Julianna Pena,win,0,30,9,0,1,0,37,15,0,54,30,1,3,2,88,59,"SUB

      

        Kimura",2,4:55
UFC 316: Dvalishvili vs. O'Malley 2,2025-06-07,Joe Pyfer,Kelvin Gastelum,win,0,99,33,0,1,0,100,34,2,114,57,0,2,1,115,58,U-DEC,3,5:00
UFC 316: Dvalishvili vs. O'Malley 2,2025-06-07,Mario Bautista,Patchy Mix,win,0,302,173,0,0,0,302,173,0,304,122,0,1,0,304,122,U-DEC,3,5:00
UFC 316: Dvalishvili vs. O'Malley 2,2025-06-07,Kevin Holland,Vicente Luque,win,0,46,24,0,1,0,46,24,0,74,40,1,1,1,78,44,"SUB

      

        Anaconda Choke",2,1:03
UFC 316: Dvalishvili vs. O'Malley 2,2025-06-07,Joshua Van,Bruno Silva,win,0,149,76,0,6,1,150,77,3,217,125,0,0,0,241,149,"KO/TKO

      

        Punches",3,4:01
UFC 316: Dvalishvili vs. O'Malley 2,2025-06-07,Azamat Murzakanov,Brendson Ribeiro,win,1,36,27,0,0,0,38,29,0,22,8,0,0,0,22,8,"KO/TKO

      

        Punches",1,3:25
UFC 316: Dvalishvili vs. O'Malley 2,2025-06-07,Waldo Cortes Acosta,Serghei Spivac,win,0,119,48,0,6,2,124,53,0,235,110,0,0,0,236,111,U-DEC,3,5:00
UFC 316: Dvalishvili vs. O'Malley 2,2025-06-07,Andreas Gustafsson,Khaos Williams,win,0,74,39,0,0,0,134,95,0,128,98,0,14,8,185,151,U-DEC,3,5:00
UFC 316: Dvalishvili vs. O'Malley 2,2025-06-07,Wang Cong,Ariane da Silva,win,0,176,63,0,4,0,178,65,1,222,143,0,0,0,226,147,U-DEC,3,5:00
UFC 316: Dvalishvili vs. O'Malley 2,2025-06-07,JooSang Yoo,Jeka Saragih,win,0,4,2,0,0,0,4,2,1,8,6,0,0,0,8,6,"KO/TKO

      

        Punch",1,0:28
UFC 316: Dvalishvili vs. O'Malley 2,2025-06-07,Quillan Salkilld,Yanal Ashmouz,win,0,124,79,0,23,8,135,89,0,78,41,0,6,0,106,65,U-DEC,3,5:00
UFC 316: Dvalishvili vs. O'Malley 2,2025-06-07,MarQuel Mederos,Mark Choinski,win,1,165,110,0,0,0,170,115,0,114,58,0,11,2,120,64,U-DEC,3,5:00
UFC Fight Night: Burns vs. Morales,2025-05-17,Michael Morales,Gilbert Burns,win,0,18,5,0,2,1,18,5,2,56,33,0,0,0,58,35,"KO/TKO

      

        Punches",1,3:39
UFC Fight Night: Burns vs. Morales,2025-05-17,Mairon Santos,Sodiq Yusuff,win,0,86,36,0,3,1,115,60,0,83,40,0,0,0,114,71,U-DEC,3,5:00
UFC Fight Night: Burns vs. Morales,2025-05-17,Nursulton Ruziboev,Dustin Stoltzfus,win,0,37,21,2,5,2,62,41,0,68,35,0,2,1,94,53,U-DEC,3,5:00
UFC Fight Night: Burns vs. Morales,2025-05-17,Melquizael Costa,Julian Erosa,win,0,173,69,0,10,3,202,85,0,204,102,1,3,2,236,128,U-DEC,3,5:00
UFC Fight Night: Burns vs. Morales,2025-05-17,Gabe Green,Matheus Camilo,win,0,27,12,1,0,0,57,36,0,27,13,1,3,2,48,33,"SUB

      

        Rear Naked Choke",2,3:43
UFC Fight Night: Burns vs. Morales,2025-05-17,Jared Gordon,Thiago Moises,win,1,13,7,0,1,1,36,21,0,9,5,0,0,0,16,11,"KO/TKO

      

        Punch",1,3:37
UFC Fight Night: Burns vs. Morales,2025-05-17,Yadier del Valle,Connor Matthews,win,0,12,9,1,1,1,34,28,0,10,3,0,0,0,10,3,"SUB

      

        Rear Naked Choke",1,2:54
